id,categoria,edad,genero,estado_civil,ingreso_reportado,maximo_dias_mora,saldo_total,saldo_productos_activos,saldo_productos_pasivos,cantidad_productos_activos,cantidad_productos_pasivos,saldo_en_competencia,monto_credito,plazo_credito,calificacion_crediticia,garantia_credito,tasa_interes
770453,optima,29.0,masculino,soltero,42308.0,15.0,260948.0,177914.0,83034.0,2.0,1.0,1189128.19,381000.0,50.0,4.0,fiduciaria,15.29
335221,premier,45.0,femenino,soltero,90080.0,34.0,681453.0,546500.0,134953.0,5.0,1.0,176482.75,2067000.0,376.0,4.0,hipotecaria,6.73
943424,optima,50.0,masculino,soltero,,21.0,126750.0,66867.0,59883.0,3.0,1.0,,88000.0,61.0,5.0,fiduciaria,17.65
109355,premier,43.0,femenino,soltero,71483.0,26.0,1071300.0,501662.0,569638.0,3.0,1.0,100459.81,449000.0,228.0,3.0,hipotecaria,6.05
790786,optima,25.0,femenino,casado,156157.0,1.0,85352.0,82558.0,2794.0,3.0,2.0,,51000.0,45.0,4.0,fiduciaria,17.16
600372,optima,39.0,femenino,soltero,174356.0,13.0,85205.0,80092.0,5113.0,2.0,2.0,43473.94,256000.0,61.0,3.0,fiduciaria,17.09
479643,optima,46.0,masculino,divorciado,102380.0,9.0,150600.0,131208.0,19392.0,4.0,2.0,25243.51,431000.0,64.0,3.0,fiduciaria,15.04
214170,premier,42.0,masculino,soltero,88859.0,23.0,1595487.0,1398093.0,197394.0,4.0,3.0,2188713.38,295000.0,63.0,5.0,fiduciaria,12.46
476219,premier,33.0,femenino,casado,94572.0,12.0,851001.0,817580.0,33421.0,4.0,4.0,,432000.0,73.0,4.0,fiduciaria,10.35
366931,premier,46.0,masculino,soltero,94361.0,30.0,423086.0,397830.0,25256.0,3.0,2.0,,210000.0,52.0,3.0,fiduciaria,13.91
613522,optima,42.0,masculino,soltero,152449.0,2.0,135766.0,97664.0,38102.0,4.0,2.0,141362.69,226000.0,37.0,3.0,fiduciaria,14.67
576434,optima,32.0,masculino,soltero,72106.0,2.0,408535.0,352352.0,56183.0,2.0,2.0,458835.57,214000.0,62.0,4.0,fiduciaria,13.27
765717,premier,45.0,masculino,divorciado,100662.0,23.0,828786.0,812810.0,15976.0,2.0,1.0,718633.78,275000.0,35.0,5.0,fiduciaria,9.84
146406,premier,60.0,femenino,casado,109798.0,1.0,1018329.0,962711.0,55618.0,2.0,5.0,83631.84,3923000.0,210.0,2.0,hipotecaria,6.74
245777,optima,57.0,femenino,casado,,4.0,152588.0,86972.0,65616.0,3.0,1.0,200648.33,68000.0,63.0,4.0,fiduciaria,21.51
728151,optima,53.0,femenino,soltero,87311.0,2.0,51746.0,34669.0,17077.0,1.0,1.0,440032.33,94000.0,53.0,3.0,fiduciaria,19.12
381419,premier,54.0,masculino,casado,90948.0,14.0,561574.0,543690.0,17884.0,1.0,2.0,18324.11,111000.0,52.0,3.0,fiduciaria_prendas,7.88
482834,premier,40.0,masculino,soltero,75298.0,8.0,1540135.0,1447280.0,92855.0,3.0,2.0,159621.67,2694000.0,155.0,2.0,hipotecaria,6.12
430794,privada,44.0,masculino,casado,76250.0,0.0,1055952.0,941040.0,114912.0,1.0,6.0,13976.71,614000.0,73.0,3.0,fiduciaria_prendas,7.05
651970,optima,37.0,masculino,casado,43780.0,47.0,59509.0,583.0,58926.0,5.0,5.0,231151.74,61000.0,30.0,5.0,fiduciaria,16.45
210123,optima,63.0,masculino,viudo,79344.0,110.0,128100.0,119188.0,8912.0,2.0,1.0,473855.77,309000.0,49.0,5.0,fiduciaria,15.09
293875,premier,61.0,femenino,soltero,,3.0,812213.0,707234.0,104979.0,4.0,1.0,1201378.22,902000.0,63.0,3.0,fiduciaria,10.96
861674,optima,74.0,femenino,soltero,66702.0,41.0,577284.0,550719.0,26565.0,2.0,2.0,129538.56,108000.0,62.0,6.0,fiduciaria,14.7
463511,optima,47.0,femenino,casado,35986.0,8.0,111152.0,49373.0,61779.0,5.0,1.0,1101900.14,255000.0,65.0,3.0,fiduciaria,21.01
417820,optima,29.0,femenino,casado,77865.0,25.0,1004728.0,978200.0,26528.0,4.0,0.0,41579.3,1838000.0,117.0,2.0,hipotecaria,7.4
739958,premier,53.0,masculino,soltero,90268.0,23.0,1097082.0,1064554.0,32528.0,2.0,0.0,245141.83,1697000.0,34.0,4.0,fiduciaria,12.23
177182,premier,35.0,femenino,soltero,91794.0,8.0,705162.0,482552.0,222610.0,3.0,3.0,131444.56,1033000.0,54.0,3.0,fiduciaria,12.68
171256,premier,47.0,femenino,soltero,55510.0,134.0,1143772.0,585949.0,557823.0,3.0,0.0,111899.71,1026000.0,220.0,3.0,hipotecaria,6.11
314294,optima,43.0,masculino,soltero,54909.0,19.0,98180.0,84388.0,13792.0,1.0,3.0,,174000.0,58.0,3.0,fiduciaria,16.86
170007,premier,41.0,masculino,casado,102921.0,2.0,519373.0,490106.0,29267.0,3.0,1.0,274547.78,96000.0,59.0,5.0,fiduciaria,15.35
415563,optima,48.0,femenino,casado,33947.0,5.0,703636.0,677642.0,25994.0,2.0,3.0,888188.02,2000.0,54.0,4.0,fiduciaria,14.81
694190,optima,37.0,femenino,casado,106941.0,10.0,267951.0,233331.0,34620.0,2.0,0.0,426050.49,353000.0,63.0,5.0,fiduciaria,13.55
938757,optima,51.0,femenino,casado,42308.0,8.0,664390.0,626721.0,37669.0,2.0,0.0,74813.94,353000.0,70.0,4.0,fiduciaria,12.53
838624,optima,57.0,femenino,divorciado,32821.0,1.0,111818.0,99134.0,12684.0,3.0,1.0,2276585.9,325000.0,55.0,3.0,fiduciaria,15.77
486677,optima,48.0,femenino,soltero,26555.0,15.0,276240.0,141728.0,134512.0,1.0,1.0,15435.82,82000.0,68.0,3.0,prendas,8.1
354797,premier,51.0,femenino,casado,93985.0,55.0,1329585.0,1221866.0,107719.0,2.0,3.0,815981.32,153000.0,76.0,3.0,fiduciaria_prendas,8.01
760226,premier,54.0,masculino,casado,104999.0,19.0,930563.0,861093.0,69470.0,6.0,3.0,203232.0,271000.0,30.0,4.0,fiduciaria,15.39
158556,premier,47.0,masculino,viudo,,8.0,2408620.0,2350000.0,58620.0,2.0,2.0,244007.59,2284000.0,238.0,2.0,hipotecaria,7.08
169182,premier,49.0,femenino,casado,97440.0,13.0,2403628.0,2393705.0,9923.0,3.0,2.0,1755085.57,586000.0,52.0,4.0,fiduciaria,10.57
881463,premier,44.0,masculino,soltero,101156.0,10.0,468090.0,343454.0,124636.0,2.0,2.0,277473.49,533000.0,62.0,3.0,fiduciaria,12.87
287690,premier,61.0,femenino,casado,76050.0,52.0,1348833.0,1293190.0,55643.0,3.0,6.0,8161.87,1425000.0,265.0,4.0,hipotecaria,6.31
334974,optima,49.0,masculino,divorciado,114145.0,33.0,421083.0,409822.0,11261.0,4.0,0.0,88549.71,30000.0,42.0,5.0,fiduciaria,15.71
695439,optima,48.0,masculino,soltero,26422.0,3.0,1699257.0,1696815.0,2442.0,3.0,1.0,286766.14,309000.0,61.0,4.0,fiduciaria,13.25
117583,optima,39.0,masculino,viudo,83040.0,14.0,444202.0,434035.0,10167.0,2.0,2.0,133845.76,357000.0,72.0,5.0,fiduciaria,11.39
370775,premier,47.0,masculino,casado,77459.0,44.0,1017920.0,844742.0,173178.0,4.0,4.0,,477000.0,211.0,3.0,hipotecaria,6.07
549601,premier,45.0,masculino,soltero,110075.0,2.0,1299212.0,1125245.0,173967.0,8.0,1.0,4866.89,1205000.0,339.0,2.0,hipotecaria,7.0
901990,optima,50.0,femenino,divorciado,32951.0,7.0,60692.0,38780.0,21912.0,2.0,0.0,870222.41,137000.0,64.0,3.0,fiduciaria,17.24
707421,premier,39.0,masculino,divorciado,87955.0,8.0,1948886.0,1868962.0,79924.0,4.0,3.0,,91000.0,64.0,4.0,fiduciaria,9.8
276723,premier,49.0,femenino,casado,,36.0,1452206.0,1432250.0,19956.0,2.0,5.0,45799.66,1743000.0,191.0,3.0,hipotecaria,5.85
592936,optima,37.0,femenino,casado,164093.0,4.0,2914636.0,2912882.0,1754.0,2.0,0.0,,328000.0,82.0,5.0,fiduciaria,8.83
123400,optima,49.0,masculino,divorciado,78156.0,2.0,834935.0,795349.0,39586.0,4.0,0.030187292964471035,120319.85,57000.0,52.0,4.0,fiduciaria,16.89
390923,premier,68.0,masculino,viudo,138361.0,2.0,406670.0,290712.0,115958.0,2.0,2.0,17148.67,291000.0,277.0,2.0,hipotecaria,10.57
345534,optima,38.0,masculino,casado,85319.0,13.0,194775.0,163095.0,31680.0,3.0,1.0,544944.8,218000.0,62.0,4.0,fiduciaria,14.01
149850,premier,37.0,masculino,casado,99620.0,0.0,1082474.0,906964.0,175510.0,2.0,1.0,40417.74,114000.0,225.0,2.0,hipotecaria,6.3
731365,premier,39.0,masculino,casado,81364.0,0.0,1158041.0,888954.0,269087.0,3.0,4.0,26508.3,583000.0,224.0,2.0,hipotecaria,5.49
815993,optima,34.0,masculino,soltero,64913.0,69.0,67638.0,66064.0,1574.0,3.0,2.0,400775.86,38000.0,43.0,5.0,fiduciaria,19.07
955841,optima,41.0,femenino,casado,57848.0,8.0,691774.0,31514.0,660260.0,2.0,1.0,23146.61,79000.0,27.0,4.0,autoliquidable,8.03
389610,optima,43.0,masculino,soltero,57529.0,17.0,116479.0,104038.0,12441.0,1.0,1.0,1551.79,671000.0,49.0,4.0,fiduciaria,15.05
174501,optima,45.0,masculino,casado,114531.0,38.0,297618.0,275308.0,22310.0,1.0,3.0,182740.24,226000.0,9.0,4.0,autoliquidable,7.76
829912,premier,39.0,masculino,divorciado,93951.0,12.0,560857.0,401221.0,159636.0,2.0,1.0,96408.86,137000.0,67.0,3.0,fiduciaria,12.88
247733,optima,48.0,femenino,casado,91533.0,15.0,668499.0,557722.0,110777.0,1.0,2.0,21508.56,177000.0,61.0,2.0,prendas,8.07
999441,premier,50.0,masculino,casado,107694.0,412.0,1359559.0,1273492.0,86067.0,2.0,1.0,4901290.48,334000.0,308.0,3.0,hipotecaria,7.49
696999,optima,39.0,masculino,divorciado,75235.0,28.0,27152.0,17716.0,9436.0,2.0,1.0,,637000.0,57.0,3.0,fiduciaria,15.86
429256,privada,59.0,masculino,casado,,20.0,2078859.0,389873.0,1688986.0,1.0,3.0,302755.95,7000.0,16.0,2.0,autoliquidable,5.57
863982,premier,50.0,femenino,casado,,12.0,212155.0,30804.0,181351.0,4.0,1.0,1560590.35,194000.0,62.0,2.0,fiduciaria,13.59
649556,optima,42.0,masculino,casado,195059.0,2.0,286338.0,284937.0,1401.0,1.0,0.0,,81000.0,67.0,4.0,fiduciaria_prendas,9.29
370802,optima,49.0,femenino,casado,266807.0,6.0,448141.0,440122.0,8019.0,1.0,2.0,142449.86,170000.0,62.0,5.0,fiduciaria,17.53
473636,premier,42.0,masculino,divorciado,94877.0,14.0,1045106.0,929017.0,116089.0,3.0,1.0,1899951.02,278000.0,267.0,3.0,hipotecaria,6.97
327472,optima,44.0,masculino,casado,43573.0,24.0,513256.0,482821.0,30435.0,1.0,2.0,1007108.29,422000.0,51.0,3.0,fiduciaria,14.41
932330,privada,60.0,masculino,casado,120910.0,30.0,1376380.0,58334.0,1318046.0,1.0,4.0,3023028.52,9000.0,10.0,3.0,autoliquidable,6.08
322887,premier,53.0,masculino,soltero,78547.0,4.0,713153.0,680579.0,32574.0,2.0,2.0,7448.16,224000.0,290.0,2.0,hipotecaria,6.22
530534,optima,42.0,femenino,casado,83492.0,22.0,265202.0,259844.0,5358.0,4.0,2.0,497867.87,124000.0,38.0,4.0,fiduciaria,20.44
646870,optima,37.0,masculino,casado,,27.0,513314.0,417589.0,95725.0,1.0,3.0,43907.55,117000.0,36.0,5.0,fiduciaria,15.8
139160,optima,52.0,femenino,soltero,26132.0,118.0,490657.0,429108.0,61549.0,2.0,3.0,1077296.8,227000.0,323.0,4.0,hipotecaria,6.94
469989,premier,33.0,masculino,casado,80238.0,10.0,1090763.0,1075950.0,14813.0,4.0,2.0,30835.25,484000.0,70.0,4.0,fiduciaria,9.78
120998,optima,38.0,femenino,soltero,204800.0,14.0,710072.0,708810.0,1262.0,3.0,1.0,671961.04,53000.0,58.0,4.0,fiduciaria,22.48
714874,optima,44.0,femenino,divorciado,60984.0,10.0,1049493.0,1023467.0,26026.0,5.0,4.0,10251.69,182000.0,49.0,5.0,fiduciaria,14.04
474760,optima,49.0,masculino,casado,39847.0,35.0,123562.0,109910.0,13652.0,1.0,1.0,1027549.85,171000.0,75.0,4.0,fiduciaria_prendas,8.68
141270,optima,60.0,femenino,casado,,86.0,397251.0,396636.0,615.0,3.0,0.0,,619000.0,321.0,4.0,hipotecaria,7.14
615356,premier,52.0,masculino,soltero,84787.0,0.0,540572.0,198490.0,342082.0,1.0,2.0,102848.34,184000.0,71.0,2.0,prendas,7.44
423028,optima,37.0,masculino,casado,,24.0,877646.0,847356.0,30290.0,3.0,2.0,32728.5,64000.0,53.0,4.0,fiduciaria,18.53
473188,premier,57.0,femenino,soltero,,215.0,514000.0,273061.0,240939.0,2.0,1.0,381781.87,251000.0,188.0,3.0,hipotecaria,8.15
390408,optima,59.0,masculino,casado,29330.0,30.0,287578.0,275996.0,11582.0,3.0,1.0,665162.18,40000.0,52.0,4.0,fiduciaria,17.3
326787,premier,42.0,masculino,divorciado,90727.0,8.0,240889.0,42018.0,198871.0,4.0,3.0,,40000.0,43.0,2.0,autoliquidable,7.81
379343,premier,66.0,femenino,divorciado,89240.0,853.0,2577676.0,2040290.0,537386.0,2.0,3.0,43900.0,172000.0,225.0,2.0,hipotecaria,6.8
701317,optima,46.0,femenino,viudo,167612.0,5.0,694177.0,665601.0,28576.0,1.0,1.0,114573.4,368000.0,75.0,4.0,fiduciaria_prendas,8.32
315731,optima,55.0,femenino,casado,45991.0,19.0,147975.0,111643.0,36332.0,2.0,1.0,527705.79,444000.0,50.0,3.0,fiduciaria,15.78
683701,optima,33.0,femenino,casado,85347.0,5.0,222523.0,212487.0,10036.0,3.0,1.0,121030.44,160000.0,36.0,4.0,fiduciaria,17.18
652322,optima,41.0,masculino,soltero,66131.0,107.0,422675.0,404254.0,18421.0,5.0,1.0,3109485.16,440000.0,263.0,4.0,hipotecaria,7.81
748699,premier,70.0,masculino,casado,95940.0,31.0,564695.0,234879.0,329816.0,6.0,2.0,143731.76,9000.0,9.0,3.0,autoliquidable,7.49
754984,optima,28.0,femenino,casado,,45.0,1374098.0,1352709.0,21389.0,2.0,0.271715407986876,305280.98,1941000.0,166.0,3.0,hipotecaria,7.31
313874,privada,40.0,femenino,casado,113633.0,187.0,172095.0,124824.0,47271.0,11.0,2.0,84736.67,55000.0,58.0,4.0,fiduciaria,10.69
899940,privada,68.0,femenino,casado,63658.0,12.0,8991580.0,2591485.0,6400095.0,1.0,3.0,35382.82,247000.0,26.0,2.0,autoliquidable,7.62
837875,premier,32.0,masculino,divorciado,105938.0,2.0,983296.0,970412.0,12884.0,4.0,3.0,395332.04,335000.0,32.0,5.0,fiduciaria,17.44
914193,optima,29.0,masculino,casado,53274.0,46.0,261109.0,261109.0,0.0,1.0,2.0,43673.08,84000.0,66.0,3.0,prendas,8.4
142638,optima,66.0,masculino,soltero,64715.0,30.0,1112258.0,1107852.0,4406.0,1.0,0.010322811868035853,2259117.56,394000.0,62.0,4.0,fiduciaria,10.27
599511,premier,37.0,femenino,casado,96632.0,3.0,741578.0,428328.0,313250.0,3.0,1.0,338147.59,933000.0,54.0,3.0,fiduciaria,13.25
874454,optima,41.0,masculino,divorciado,116501.0,24.0,402389.0,386176.0,16213.0,2.0,1.0,537698.88,101000.0,43.0,5.0,fiduciaria,14.91
652293,optima,36.0,masculino,divorciado,53508.0,0.0,782013.0,735054.0,46959.0,2.0,0.0,,78000.0,78.0,3.0,fiduciaria_prendas,8.26
939999,premier,34.0,masculino,casado,96560.0,4.0,451784.0,447538.0,4246.0,3.0,2.0,1763088.58,552000.0,57.0,4.0,fiduciaria,13.68
418396,premier,48.0,femenino,soltero,85582.0,0.0,848983.0,717688.0,131295.0,4.0,2.0,336049.54,549000.0,204.0,2.0,hipotecaria,6.02
310322,optima,59.0,masculino,casado,95252.0,37.0,192605.0,112145.0,80460.0,1.0,0.0,1004741.09,116000.0,59.0,5.0,fiduciaria_prendas,8.81
478084,optima,29.0,femenino,casado,48265.0,5.0,731000.0,699648.0,31352.0,4.0,0.0,971342.74,132000.0,62.0,4.0,fiduciaria,17.39
389702,premier,43.0,masculino,divorciado,99184.0,4.0,250403.0,66804.0,183599.0,4.0,1.0,,271000.0,55.0,4.0,fiduciaria,14.81
459297,optima,49.0,femenino,casado,110407.0,11.0,826099.0,776980.0,49119.0,3.0,1.0,329748.44,341000.0,46.0,5.0,fiduciaria,13.7
576616,premier,46.0,masculino,casado,,6.0,736712.0,688971.0,47741.0,3.0,2.0,1410144.24,197000.0,52.0,4.0,fiduciaria,13.28
199099,optima,51.0,femenino,soltero,49585.0,22.0,32441.0,11578.0,20863.0,2.0,0.0,967101.76,196000.0,33.0,3.0,fiduciaria,17.57
190003,premier,50.0,femenino,casado,101039.0,10.0,278948.0,268469.0,10479.0,4.0,1.0,1075734.28,2312000.0,55.0,3.0,fiduciaria,11.59
670907,optima,52.0,femenino,casado,94717.0,16.0,115551.0,84105.0,31446.0,2.0,1.0,1086109.76,35000.0,72.0,4.0,fiduciaria,12.48
393449,optima,38.0,masculino,casado,27205.0,7.0,211648.0,210466.0,1182.0,2.0,2.0,13695.68,263000.0,45.0,4.0,fiduciaria,12.86
212696,optima,28.0,femenino,soltero,84614.0,12.0,214820.0,202190.0,12630.0,2.0,1.0,367543.04,120000.0,50.0,4.0,fiduciaria,16.43
770883,optima,31.0,femenino,casado,86307.0,24.0,2203271.0,2175341.0,27930.0,5.0,1.0,,339000.0,47.0,5.0,fiduciaria,13.42
862178,optima,25.0,masculino,soltero,56993.0,2.0,626246.0,207977.0,418269.0,1.0,2.0,10685.39,31000.0,128.0,3.0,autoliquidable,8.23
816753,premier,43.0,masculino,divorciado,113002.0,1.0,2438456.0,2408660.0,29796.0,3.0,3.0,147435.11,843000.0,173.0,3.0,hipotecaria,6.9
501841,premier,42.0,masculino,soltero,52282.0,69.0,6981264.0,6980213.0,1051.0,5.0,2.0,1307677.51,569000.0,355.0,6.0,hipotecaria,6.05
507826,optima,60.0,femenino,casado,122259.0,49.0,102043.0,16356.0,85687.0,1.0,4.0,4544.97,22000.0,27.0,3.0,autoliquidable,6.12
400830,premier,32.0,femenino,casado,109857.0,13.0,516156.0,477318.0,38838.0,5.0,2.0,524765.82,851000.0,78.0,4.0,fiduciaria,10.47
640336,optima,43.0,masculino,casado,34139.0,78.0,620333.0,617683.0,2650.0,4.0,1.0,,625000.0,177.0,3.0,hipotecaria,7.26
392252,optima,56.0,femenino,casado,80214.0,32.0,1181924.0,1131607.0,50317.0,2.0,1.0,88780.06,1260000.0,366.0,3.0,hipotecaria,6.54
989155,premier,46.0,femenino,soltero,,6.0,337030.0,145688.0,191342.0,4.0,1.0,462254.38,368000.0,41.0,3.0,fiduciaria,15.28
505659,optima,63.0,femenino,divorciado,,52.0,918902.0,913057.0,5845.0,4.0,1.0,,323000.0,47.0,6.0,fiduciaria,12.85
679304,optima,43.0,femenino,casado,75274.0,12.0,639521.0,631833.0,7688.0,2.0,1.0,46077.58,1409000.0,223.0,3.0,hipotecaria,7.69
288969,premier,44.0,masculino,viudo,89475.0,45.0,1545452.0,1477913.0,67539.0,4.0,3.0,1701040.63,565000.0,53.0,5.0,fiduciaria,13.78
506593,premier,38.0,masculino,casado,84691.0,14.0,656396.0,651385.0,5011.0,3.0,1.0,275742.29,104000.0,73.0,4.0,fiduciaria,10.9
913111,optima,53.0,masculino,casado,52844.0,139.0,541229.0,508792.0,32437.0,2.0,0.0,28202.13,510000.0,4.0,2.0,hipotecaria,7.24
920359,optima,47.0,masculino,casado,118575.0,2.0,111202.0,68569.0,42633.0,1.0,0.0,43646.05,309000.0,63.0,2.0,fiduciaria_prendas,10.36
681955,optima,33.0,femenino,casado,74528.0,3.0,180692.0,157885.0,22807.0,2.0,0.0,993959.27,30000.0,66.0,4.0,fiduciaria,15.16
715133,premier,53.0,femenino,soltero,91887.0,2.0,1316142.0,1304260.0,11882.0,3.0,2.0,91635.31,235000.0,101.0,2.0,hipotecaria,7.22
490039,premier,30.0,femenino,casado,88075.0,48.0,2410386.0,2400162.0,10224.0,3.0,3.0,,172000.0,20.0,6.0,fiduciaria,11.37
666531,privada,47.0,femenino,casado,,7.0,1153733.0,1068168.0,85565.0,6.0,1.0,11665.45,142000.0,227.0,3.0,hipotecaria,6.3
841062,optima,24.0,femenino,casado,38204.0,39.0,814456.0,809515.0,4941.0,2.0,1.0,448368.24,1326000.0,294.0,6.0,hipotecaria,7.3
345418,premier,51.0,masculino,divorciado,112287.0,8.0,189427.0,92176.0,97251.0,3.0,2.0,935111.85,475000.0,61.0,3.0,fiduciaria,13.01
672166,premier,48.0,masculino,casado,93851.0,0.0,136170.0,31485.0,104685.0,2.0,1.0,,1295000.0,304.0,2.0,hipotecaria,7.08
450517,optima,57.0,masculino,soltero,38269.0,113.0,359669.0,307702.0,51967.0,3.0,1.0,226414.34,1394000.0,197.0,4.0,hipotecaria,7.8
907309,optima,52.0,masculino,divorciado,41905.0,150.0,1248100.0,1240005.0,8095.0,5.0,1.0,1242485.59,399000.0,277.0,4.0,hipotecaria,6.67
341813,optima,40.0,masculino,casado,41930.0,12.0,1806632.0,1806290.0,342.0,3.0,0.0,124947.86,1080000.0,352.0,3.0,hipotecaria,7.0
415623,premier,57.0,masculino,casado,150877.0,0.0,1705777.0,1571542.0,134235.0,4.0,1.0,1203448.98,401000.0,232.0,2.0,hipotecaria,7.12
131769,optima,43.0,masculino,casado,42566.0,20.0,496592.0,491496.0,5096.0,2.0,1.0,529095.0,569000.0,136.0,3.0,hipotecaria,7.58
122172,optima,42.0,femenino,casado,32983.0,5.0,181599.0,147145.0,34454.0,3.0,1.0,930472.64,317000.0,52.0,3.0,fiduciaria,13.42
221641,optima,46.0,masculino,casado,97118.0,11.0,127453.0,121647.0,5806.0,2.0,2.0,,542000.0,64.0,4.0,fiduciaria,15.43
